Año: 2024,,,,,,,,,,,,,
Producción Agrícola,,,,,,,,,,,,,
Ciclo: Ciclicos - Perennes,,,,,,,,,,,,,
Modalidad: Riego + Temporal,,,,,,,,,,,,,
,,,,,,,,,,,,,
,Cultivo,Variedad,UDM,Tipo de tecnología,Tipo de producción,Tipo de mercado,Superficie,,,Producción,Rendimiento,PMR,Valor Producción
,,,,,,,(ha),,,,(udm/ha),($/udm),(miles de Pesos)
,,,,,,,Sembrada,Cosechada,Siniestrada,,,,
707,Tamarindo,Tamarindo s/clasificar,Tonelada,Cielo abierto,Convencional,Nacional,"8,495.10","8,348.60",0,"52,642.50",6.31,"9,551.68","502,824.36"
708,Tangelo,Tangelo s/clasificar,Tonelada,Cielo abierto,Convencional,Nacional,"3,964.00","3,964.00",0,"94,595.20",23.86,"3,975.83","376,094.46"
709,Tangerina,Tangerina s/clasificar,Tonelada,Cielo abierto,Convencional,Nacional,"11,573.70","11,539.70",0,"192,351.92",16.67,"3,200.41","615,604.98"
710,Tarragón,Tarragón,Tonelada,Cielo abierto,Orgánico,Nacional,8.3,8.3,0,30.46,3.67,"20,677.60",629.84
711,Té limón,Té limón s/clasificar,Tonelada,Cielo abierto,Convencional,Nacional,33,33,0,137.1,4.15,"3,210.34",440.14
712,Tejocote,Tejocote s/clasificar,Tonelada,Cielo abierto,Convencional,Nacional,900,827.8,0,"5,758.07",6.96,"3,317.49","19,102.35"
713,Terciopelo,Terciopelo s/clasificar,Manojo,Cielo abierto,Convencional,Nacional,276.82,276.82,0,"485,469.00","1,753.74",64.82,"31,469.24"
714,Tomate rojo (jitomate),Tomate rojo (jitomate) cherry,Tonelada,Cielo abierto,Convencional,Exportación,50,50,0,"1,783.95",35.68,"28,116.08","50,157.68"
715,Tomate rojo (jitomate),Tomate rojo (jitomate) saladette,Tonelada,Cielo abierto,Convencional,Exportación,"1,414.00","1,414.00",0,"81,278.50",57.48,"11,213.76","911,437.64"
716,Tomate rojo (jitomate),Tomate rojo (jitomate) bola,Tonelada,Cielo abierto,Convencional,Exportación,451.2,451.2,0,"19,105.10",42.34,"9,163.69","175,073.23"
717,Tomate rojo (jitomate),Tomate rojo (jitomate) saladette rio grande,Tonelada,Cielo abierto,Convencional,Nacional,356.17,356.17,0,"8,310.96",23.33,"9,295.53","77,254.81"
718,Tomate rojo (jitomate),Tomate rojo (jitomate) bola,Tonelada,Cielo abierto,Convencional,Nacional,"1,145.20","1,145.20",0,"55,926.60",48.84,"8,940.85","500,031.40"
719,Tomate rojo (jitomate),Tomate rojo (jitomate) cherry,Tonelada,Cielo abierto,Convencional,Nacional,109.64,109.64,0,"3,503.66",31.96,"10,266.70","35,971.04"
720,Tomate rojo (jitomate),Tomate rojo (jitomate) saladette roma,Tonelada,Cielo abierto,Convencional,Nacional,60,60,0,"3,264.00",54.4,"5,443.84","17,768.71"
721,Tomate rojo (jitomate),Tomate rojo (jitomate) saladette,Tonelada,Cielo abierto,Convencional,Nacional,"29,115.71","28,894.21",221.5,"1,060,937.37",36.72,"8,388.73","8,899,917.30"
722,Tomate rojo (jitomate),Tomate rojo (jitomate) cherry,Tonelada,Cielo abierto,Orgánico,Nacional,351.74,351.74,0,"12,925.87",36.75,"13,533.35","174,930.30"
723,Tomate rojo (jitomate),Tomate rojo (jitomate) saladette,Tonelada,Cielo abierto,Orgánico,Nacional,515,515,0,"32,091.25",62.31,"14,833.31","476,019.48"
724,Tomate rojo (jitomate),Tomate rojo (jitomate) bola,Tonelada,Cielo abierto,Orgánico,Nacional,11,11,0,359.92,32.72,"16,588.40","5,970.50"
725,Tomate rojo (jitomate),Tomate rojo (jitomate) cherry,Tonelada,Invernadero,Convencional,Exportación,396.62,396.62,0,"52,402.00",132.12,"11,640.38","609,979.34"
726,Tomate rojo (jitomate),Tomate rojo (jitomate) saladette,Tonelada,Invernadero,Convencional,Exportación,527.2,527.2,0,"84,362.06",160.02,"13,166.23","1,110,730.65"
727,Tomate rojo (jitomate),Tomate rojo (jitomate) bola,Tonelada,Invernadero,Convencional,Exportación,247.01,247.01,0,"51,060.68",206.72,"16,753.41","855,440.45"
728,Tomate rojo (jitomate),Tomate rojo (jitomate) uva,Tonelada,Invernadero,Convencional,Exportación,219.65,219.65,0,"31,106.95",141.62,"15,804.65","491,634.37"
729,Tomate rojo (jitomate),Tomate rojo (jitomate) bola,Tonelada,Invernadero,Convencional,Nacional,560.9,546.9,14,"125,124.90",228.79,"9,617.79","1,203,424.91"
730,Tomate rojo (jitomate),Tomate rojo (jitomate) uva,Tonelada,Invernadero,Convencional,Nacional,0.24,0.24,0,29.28,122,"9,829.51",287.81
731,Tomate rojo (jitomate),Tomate rojo (jitomate),Tonelada,Invernadero,Convencional,Nacional,25.2,25.2,0,"3,198.13",126.91,"10,138.51","32,424.28"
732,Tomate rojo (jitomate),Tomate rojo (jitomate) saladette,Tonelada,Invernadero,Convencional,Nacional,"5,940.99","5,910.99",30,"1,127,973.58",190.83,"9,087.28","10,250,210.93"
733,Tomate rojo (jitomate),Tomate rojo (jitomate) cherry,Tonelada,Invernadero,Convencional,Nacional,204.58,204.58,0,"29,774.62",145.54,"10,159.77","302,503.19"
734,Tomate rojo (jitomate),Tomate rojo (jitomate) bola,Tonelada,Invernadero,Orgánico,Exportación,1.7,1.7,0,258.4,152,"15,337.23","3,963.14"
735,Tomate rojo (jitomate),Tomate rojo (jitomate) bola,Tonelada,Invernadero,Orgánico,Nacional,28.09,28.09,0,"3,085.76",109.85,"18,882.15","58,265.79"
736,Tomate rojo (jitomate),Tomate rojo (jitomate) saladette,Tonelada,Invernadero,Orgánico,Nacional,238.95,238.95,0,"41,810.12",174.97,"6,834.58","285,754.81"
737,Tomate rojo (jitomate),Tomate rojo (jitomate) saladette,Tonelada,Macro túnel,Convencional,Nacional,307.15,307.15,0,"23,750.20",77.32,"7,756.30","184,213.69"
738,Tomate rojo (jitomate),Tomate rojo (jitomate) saladette,Tonelada,Malla sombra,Convencional,Exportación,"2,549.05","2,549.05",0,"312,337.65",122.53,"13,674.70","4,271,122.75"
739,Tomate rojo (jitomate),Tomate rojo (jitomate) saladette roma,Tonelada,Malla sombra,Convencional,Exportación,260.8,260.8,0,"25,289.80",96.97,"14,571.36","368,506.87"
740,Tomate rojo (jitomate),Tomate rojo (jitomate) cherry,Tonelada,Malla sombra,Convencional,Exportación,6.65,6.65,0,232.75,35,"35,375.00","8,233.53"
741,Tomate rojo (jitomate),Tomate rojo (jitomate) bola,Tonelada,Malla sombra,Convencional,Exportación,725,725,0,"83,493.58",115.16,"17,183.30","1,434,695.53"
742,Tomate rojo (jitomate),Tomate rojo (jitomate) uva,Tonelada,Malla sombra,Convencional,Exportación,39.5,39.5,0,"3,631.63",91.94,"12,000.00","43,579.56"
743,Tomate rojo (jitomate),Tomate rojo (jitomate) bola,Tonelada,Malla sombra,Convencional,Nacional,490.5,490.5,0,"46,786.66",95.39,"10,814.59","505,978.63"
744,Tomate rojo (jitomate),Tomate rojo (jitomate),Tonelada,Malla sombra,Convencional,Nacional,48,48,0,"4,080.00",85,"9,400.00","38,352.00"
745,Tomate rojo (jitomate),Tomate rojo (jitomate) uva,Tonelada,Malla sombra,Convencional,Nacional,85,85,0,"6,986.15",82.19,"7,188.98","50,223.27"
746,Tomate rojo (jitomate),Tomate rojo (jitomate) saladette,Tonelada,Malla sombra,Convencional,Nacional,"3,224.00","3,191.00",33,"364,141.67",114.12,"10,083.46","3,671,806.27"
747,Tomate rojo (jitomate),Tomate rojo (jitomate) cherry,Tonelada,Malla sombra,Convencional,Nacional,72.52,72.52,0,"3,247.80",44.78,"17,189.79","55,828.99"
748,Tomate rojo (jitomate),Tomate rojo (jitomate) cherry,Tonelada,Malla sombra,Orgánico,Nacional,102.68,102.68,0,"4,571.64",44.52,"17,787.97","81,320.21"
749,Tomate rojo (jitomate),Tomate rojo (jitomate) saladette,Tonelada,Malla sombra,Orgánico,Nacional,205,205,0,"15,580.00",76,"14,573.86","227,060.74"
750,Tomate verde,Tomate verde s/clasificar,Tonelada,Cielo abierto,Convencional,Nacional,"38,945.28","37,192.58","1,752.70","688,675.77",18.52,"6,785.17","4,672,782.21"
751,Tomate verde,Tomate verde,Tonelada,Cielo abierto,Orgánico,Nacional,252,252,0,"3,214.28",12.76,"5,444.21","17,499.22"
752,Tomate verde,Tomate verde,Tonelada,Invernadero,Convencional,Nacional,174,34,140,"1,633.57",48.05,"5,681.37","9,280.92"
753,Tomate verde,Tomate verde,Tonelada,Macro túnel,Convencional,Nacional,1.5,1.5,0,59.69,39.79,"3,876.42",231.38
754,Tomate verde,Tomate verde,Tonelada,Malla sombra,Convencional,Nacional,24,24,0,744,31,"7,514.25","5,590.60"
755,Tomillo,Tomillo s/clasificar,Tonelada,Cielo abierto,Convencional,Nacional,12,12,0,35.48,2.96,"12,884.79",457.15
756,Tomillo,Tomillo,Tonelada,Cielo abierto,Orgánico,Nacional,10.25,10.25,0,32.68,3.19,"26,243.04",857.62
757,Toronja (pomelo),Toronja (pomelo) criolla,Tonelada,Cielo abierto,Convencional,Nacional,"1,545.60","1,545.60",0,"25,021.18",16.19,"5,405.47","135,251.35"
758,Toronja (pomelo),Toronja (pomelo) red blush,Tonelada,Cielo abierto,Convencional,Nacional,"2,454.15","2,454.15",0,"39,653.47",16.16,"4,911.88","194,773.16"
759,Toronja (pomelo),Toronja (pomelo) s/clasificar,Tonelada,Cielo abierto,Convencional,Nacional,97,97,0,133.34,1.37,"5,686.65",758.26
760,Toronja (pomelo),Toronja (pomelo) marsh,Tonelada,Cielo abierto,Convencional,Nacional,627,455,0,"10,526.91",23.14,"6,358.18","66,931.97"
761,Toronja (pomelo),Toronja (pomelo) ruby red,Tonelada,Cielo abierto,Convencional,Nacional,"13,760.88","13,369.38",0,"368,161.17",27.54,"4,000.91","1,472,979.11"
762,Toronja (pomelo),Toronja (pomelo) doble roja,Tonelada,Cielo abierto,Convencional,Nacional,"3,370.65","3,114.65",0,"37,333.71",11.99,"5,402.82","201,707.16"
763,Trébol,Trébol s/clasificar,Tonelada,Cielo abierto,Convencional,Nacional,18,18,0,750.74,41.71,666.12,500.09
764,Trigo forrajero verde,Trigo forrajero verde s/clasificar,Tonelada,Cielo abierto,Convencional,Nacional,"1,972.10","1,972.10",0,"45,681.77",23.16,842.47,"38,485.70"
765,Trigo grano,Trigo grano suave,Tonelada,Cielo abierto,Convencional,Nacional,"149,572.37","128,998.87","20,573.50","600,940.13",4.66,"5,882.38","3,534,960.76"
766,Trigo grano,Trigo grano fuerte,Tonelada,Cielo abierto,Convencional,Nacional,"116,436.98","113,305.98","3,131.00","622,688.51",5.5,"6,821.77","4,247,840.73"
767,Trigo grano,Trigo grano corto y tenaz,Tonelada,Cielo abierto,Convencional,Nacional,"7,122.56","6,581.36",541.2,"10,607.44",1.61,"4,562.82","48,399.83"
768,Trigo grano,Trigo grano cristalino,Tonelada,Cielo abierto,Convencional,Nacional,"218,536.69","218,416.69",120,"1,412,126.10",6.47,"6,411.21","9,053,437.56"
769,Trigo grano,Trigo grano medio fuerte,Tonelada,Cielo abierto,Convencional,Nacional,734.87,732.87,2,"2,015.56",2.75,"5,422.48","10,929.32"
770,Trigo ornamental,Trigo ornamental s/clasificar,Manojo,Cielo abierto,Convencional,Nacional,27,27,0,"14,011.02",518.93,23.44,328.42
771,Triticale forrajero en verde,Triticale forrajero en verde s/clasificar,Tonelada,Cielo abierto,Convencional,Nacional,"10,318.95","10,318.95",0,"281,998.87",27.33,777.68,"219,304.24"
772,Triticale grano,Triticale grano s/clasificar,Tonelada,Cielo abierto,Convencional,Nacional,"4,089.75","4,089.75",0,"12,816.86",3.13,"4,254.55","54,529.96"
773,Tulipán holandés,Tulipán holandés,Planta,Invernadero,Convencional,Nacional,12.06,12.06,0,"1,130,880.61","93,771.19",39.64,"44,828.28"
774,Tuna,Tuna criolla,Tonelada,Cielo abierto,Convencional,Nacional,"3,060.95","3,052.95",0,"63,332.97",20.74,"4,305.95","272,708.77"
775,Tuna,Tuna xoconoxtle,Tonelada,Cielo abierto,Convencional,Nacional,"1,075.50","1,024.50",0,"8,217.72",8.02,"3,255.36","26,751.62"
776,Tuna,Tuna amarilla,Tonelada,Cielo abierto,Convencional,Nacional,"6,307.80","6,048.55",0,"37,440.85",6.19,"4,913.68","183,972.40"
777,Tuna,Tuna blanca cristalina,Tonelada,Cielo abierto,Convencional,Nacional,"7,194.70","6,877.00",0,"57,616.84",8.38,"4,592.94","264,630.66"
778,Tuna,Tuna pico chulo,Tonelada,Cielo abierto,Convencional,Nacional,66,66,0,703.47,10.66,"2,865.70","2,015.93"
779,Tuna,Tuna roja,Tonelada,Cielo abierto,Convencional,Nacional,"7,862.68","7,777.08",0,"82,331.32",10.59,"4,959.08","408,287.38"
780,Tuna,Tuna alfajayucan,Tonelada,Cielo abierto,Convencional,Nacional,"17,586.14","16,948.14",0,"151,839.31",8.96,"3,264.62","495,696.89"
781,Tuna,Tuna blanca burrón,Tonelada,Cielo abierto,Convencional,Nacional,"1,310.00","1,310.00",0,"8,113.13",6.19,"5,447.45","44,195.89"
782,Uva,Uva fruta,Tonelada,Cielo abierto,Convencional,Exportación,"9,036.00","9,036.00",0,"168,176.82",18.61,"34,245.86","5,759,359.46"
783,Uva,Uva s/clasificar,Tonelada,Cielo abierto,Convencional,Nacional,10.5,9.5,0,62.99,6.63,"27,900.00","1,757.42"
784,Uva,Uva industrial,Tonelada,Cielo abierto,Convencional,Nacional,"9,513.66","9,254.08",0,"82,290.28",8.89,"17,694.96","1,456,123.62"
785,Uva,Uva fruta,Tonelada,Cielo abierto,Convencional,Nacional,"13,483.96","13,195.46",0,"187,902.32",14.24,"24,721.77","4,645,277.60"
786,Uva,Uva pasa,Tonelada,Cielo abierto,Convencional,Nacional,"3,671.00","3,671.00",0,"19,277.15",5.25,"16,451.55","317,139.06"
787,Uva,Uva industrial,Tonelada,Cielo abierto,Orgánico,Nacional,12,12,0,102,8.5,"12,276.08","1,252.16"
788,Uva,Uva fruta,Tonelada,Malla sombra,Convencional,Exportación,999,999,0,"18,779.61",18.8,"34,571.74","649,243.80"
789,Uva,Uva fruta,Tonelada,Malla sombra,Convencional,Nacional,"1,288.50","1,288.50",0,"22,548.75",17.5,"23,560.00","531,248.55"
790,Vainilla,Vainilla verde,Tonelada,Cielo abierto,Convencional,Nacional,829.6,800.1,0,510.34,0.64,"112,060.33","57,188.87"
791,Verdolaga,Verdolaga s/clasificar,Tonelada,Cielo abierto,Convencional,Nacional,414,410.8,3.2,"5,109.33",12.44,"4,498.30","22,983.31"
792,Viveros de durazno,Viveros de durazno s/clasificar,Planta,Cielo abierto,Convencional,Nacional,3,3,0,"61,800.00","20,600.00",25.1,"1,551.18"
793,Viveros de manzana,Viveros de manzana s/clasificar,Planta,Cielo abierto,Convencional,Nacional,8,8,0,"212,000.00","26,500.00",60,"12,720.00"
794,Viveros de nuez,Viveros de nuez s/clasificar,Planta,Cielo abierto,Convencional,Nacional,76,41.5,0,"528,962.50","12,746.08",156.42,"82,740.00"
795,Yu-choy,Yu-choy s/clasificar,Tonelada,Cielo abierto,Convencional,Nacional,505,505,0,"7,493.41",14.84,"7,588.81","56,866.04"
796,Yuca alimenticia,Yuca alimenticia s/clasificar,Tonelada,Cielo abierto,Convencional,Nacional,"1,935.20","1,935.20",0,"23,488.41",12.14,"4,006.12","94,097.49"
797,Zanahoria,Zanahoria s/clasificar,Tonelada,Cielo abierto,Convencional,Nacional,22,22,0,316.28,14.38,"5,861.50","1,853.87"
798,Zanahoria,Zanahoria emperador,Tonelada,Cielo abierto,Convencional,Nacional,307.6,307.6,0,"9,747.17",31.69,"4,027.73","39,258.97"
799,Zanahoria,Zanahoria baby,Tonelada,Cielo abierto,Convencional,Nacional,112.7,112.7,0,"3,175.89",28.18,"6,618.65","21,020.10"
800,Zanahoria,Zanahoria nantes,Tonelada,Cielo abierto,Convencional,Nacional,"11,391.33","11,390.33",1,"354,132.37",31.09,"3,737.36","1,323,519.19"
801,Zapote,Zapote negro,Tonelada,Cielo abierto,Convencional,Nacional,17.25,17.25,0,104.93,6.08,"3,144.32",329.93
802,Zapote,Zapote chico (chico zapote),Tonelada,Cielo abierto,Convencional,Nacional,872.55,865.35,0,"7,810.78",9.03,"5,581.17","43,593.31"
803,Zapote chiclero,Zapote chiclero s/clasificar,Tonelada,Cielo abierto,Convencional,Nacional,105,55,0,19.8,0.36,"102,500.00","2,029.50"
804,Zapupe,Zapupe s/clasificar,Tonelada,Cielo abierto,Convencional,Nacional,720,720,0,"11,491.20",15.96,"1,781.31","20,469.39"
805,Zarzamora,Zarzamora,Tonelada,Cielo abierto,Convencional,Exportación,"5,229.00","5,229.00",0,"144,723.60",27.68,"20,473.62","2,963,016.06"
806,Zarzamora,Zarzamora s/clasificar,Tonelada,Cielo abierto,Convencional,Nacional,"4,729.91","4,641.70",0,"89,468.17",19.27,"23,632.99","2,114,399.99"
807,Zarzamora,Zarzamora,Tonelada,Cielo abierto,Orgánico,Nacional,461.5,461.5,0,"11,345.00",24.58,"21,935.67","248,860.19"
808,Zarzamora,Zarzamora,Tonelada,Invernadero,Orgánico,Nacional,1,1,0,11.44,11.44,"30,400.00",347.78
809,Zarzamora,Zarzamora,Tonelada,Macro túnel,Convencional,Exportación,270,270,0,"7,444.38",27.57,"18,896.45","140,672.36"
810,Zarzamora,Zarzamora,Tonelada,Macro túnel,Convencional,Nacional,"1,031.20","1,031.20",0,"15,737.86",15.26,"37,491.49","590,035.87"
811,Zarzamora,Zarzamora,Tonelada,Malla sombra,Convencional,Exportación,326,326,0,"1,905.00",5.84,"22,000.00","41,910.00"
812,Zarzamora,Zarzamora,Tonelada,Malla sombra,Convencional,Nacional,16.05,14.5,0,198.03,13.66,"27,505.68","5,446.95"
813,Zempoalxochitl,Zempoalxochitl s/clasificar,Manojo,Cielo abierto,Convencional,Nacional,171.23,171.23,0,"510,019.29","2,978.56",62.61,"31,931.38"
814,Zempoalxochitl,Zempoalxochitl s/clasificar,Planta,Cielo abierto,Convencional,Nacional,1,1,0,"115,120.00","115,120.00",15.27,"1,757.73"
815,Zempoalxochitl,Zempoalxochitl,Planta,Invernadero,Convencional,Nacional,16,16,0,"3,048,308.50","190,519.28",13.78,"41,998.55"
816,Zempoalxochitl,Zempoalxochitl s/clasificar,Tonelada,Cielo abierto,Convencional,Nacional,"2,203.90","2,203.90",0,"20,659.19",9.37,"6,697.64","138,367.76"
Total,,,,,,,"20,000,788.29","19,184,600.17","367,062.89","521,838,026.82",27.2,"1,639.93","855,777,228.42"
